Owner,Team,League,Recipient,Amount,Election Year,Party,Desempenho
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"JOHN JAMES FOR SENATE, INC.","$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,KATKO FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,KIM KLACIK FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,KISTNER FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARIO DIAZ-BALART FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAST VICTORY COMMITTEE,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"MCCAUL FOR CONGRESS, INC","$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MCGUIRE FOR VIRGINIA,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MCSALLY FOR SENATE INC,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MIKE GARCIA FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,NICOLE FOR NEW YORK,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,OLSON FOR CONGRESS COMMITTEE,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,PATRIOTS FOR PERRY,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ROSS SPANO FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SALAZAR FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"SANDY SMITH FOR CONGRESS, INC.","$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SEAN JACKSON FOR CONGRESS COMMITTEE,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SLOCUM FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,STEVE CHABOT FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,STEVE DAINES FOR MONTANA,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"TEAM GRAHAM, INC.","$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TEAM HAGERTY,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TED BUDD FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,THOMAS MASSIE FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TIM SCOTT FOR SENATE,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,UPTON FOR ALL OF US,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,VAN TAYLOR CAMPAIGN,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ZELDIN FOR CONGRESS,"$5,600 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CARLOS CURBELO CONGRESS,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CARSON AMERICA,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF FRANK GUINTA,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF JOE HECK,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF PAT TOOMEY,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,GERSON FOR CONGRESS,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HOEVEN FOR SENATE,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARCO RUBIO FOR SENATE 2016,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MCSALLY FOR CONGRESS,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,PAUL CHABOT CONGRESS,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,RON DESANTIS FOR FLORIDA,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,STUTZMAN FOR SENATE,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,WALTERS FOR CONGRESS,"$5,400 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ALASKANS FOR DAN SULLIVAN,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ALEX MOONEY FOR CONGRESS,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,BOB HUGIN FOR SENATE INC,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CRAMER FOR SENATE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FASO FOR CONGRESS,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF MIA LOVE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,GREG FOR MONTANA,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HELLER FOR SENATE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"HOOSIERS FOR ROKITA, INC.","$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HURD VICTORY FUND,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JUDD MATHENY FOR CONGRESS,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARSHA FOR SENATE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAST FOR CONGRESS,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MCSALLY FOR SENATE INC,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MORRISEY FOR SENATE INC,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,PERDUE FOR SENATE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,RENACCI FOR US SENATE,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SCOTT STURGILL FOR CONGRESS,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,WALTERS FOR CONGRESS,"$5,400 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,COLLINS FOR SENATOR,"$5,400 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,PERDUE VICTORY INC,"$5,200 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TRUE NORTH PAC,"$5,000 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HISPANIC VICTORY PAC,"$5,000 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,INVEST IN A STRONG AND SECURE AMERICA,"$5,000 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAKING INVESTMENTS MAJORITY INSURED PAC,"$5,000 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),"$5,000 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,DIRIGO PAC,"$5,000 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF MIA LOVE PAC,"$5,000 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,NRCC,"$5,000 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC,"$5,000 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SENATE CONSERVATIVES FUND,"$5,000 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,SPECIAL OPERATIONS FOR AMERICA,"$5,000 ",2020,"Bipartisan, but mostly Republican",
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TEAM PORTMAN,"$4,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ANDREWS FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,COTTON VICTORY,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,DUNCAN D. HUNTER FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF MATT GAETZ,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HUNT FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JOE COLLINS FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,LIPETRI FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,LISA SONG SUTTON FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,NANCY MACE FOR CONGRESS,"$2,800 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,BLUM FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CARLY FOR PRESIDENT,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,COFFMAN FOR CONGRESS 2016,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,COMMITTEE TO ELECT DARRYL GLENN,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,COMSTOCK FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CRESENT HARDY FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,DOLD FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ELBERT GUILLORY FOR AMERICA,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FASO FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF JOHN MCCAIN INC,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,HURD FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ISSA FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"JEB 2016, INC.","$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JOHN KENNEDY FOR US,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,KATKO FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,KIRK FOR SENATE,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,LINDSEY GRAHAM 2016,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAST VICTORY COMMITTEE,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MIKE GALLAGHER FOR WISCONSIN,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,PATRICK MOONEY FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,POLIQUIN FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,VALADAO FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"YOUNG FOR IOWA, INC.","$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ZELDIN FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ZINKE FOR CONGRESS,"$2,700 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CAMPBELL 4 MARYLAND,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CHIP ROY FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CLAUDIA TENNEY FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF DAVE BRAT INC.,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,"HANDEL FOR CONGRESS, INC.","$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JEFF DOVE FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JOHN JAMES FOR SENATE INC,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARK GREEN FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MATT ROSENDALE FOR MONTANA,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,MIKE BRAUN FOR INDIANA,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,RICK FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ROHRABACHER FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,ROTHFUS VICTORY COMMITTEE,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,RUSS FULCHER FOR IDAHO,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TARKANIAN FOR CONGRESS,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,TOM CAMPBELL FOR NORTH DAKOTA,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,WICKER FOR SENATE,"$2,700 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JACKIE SPEIER FOR CONGRESS,"$2,700 ",2018,Democrat,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,BLACK AMERICA'S POLITICAL ACTION COMMITTEE,"$2,500 ",2020,Republican,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,JACKIE SPEIER FOR CONGRESS,"$2,500 ",2020,Democrat,
Charles Johnson,SAN FRANCISCO GIANTS,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),"$2,000 ",2016,Republican,0.537
Charles Johnson,SAN FRANCISCO GIANTS,MLB,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,"$1,000 ",2018,Republican,0.451
Charles Johnson,SAN FRANCISCO GIANTS,MLB,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,$400 ,2018,Republican,0.451
Charles K. Monfort,COLORADO ROCKIES,MLB,Colorado Republican Committee,"$5,000 ",2016,Republican,0.463
Charlie Jacobs,BOSTON BRUINS,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$10,000 ",2016,Bipartisan,
Charlie Jacobs,BOSTON BRUINS,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$10,000 ",2018,Bipartisan,
Charlie Jacobs,BOSTON BRUINS,NHL,JACOBS FOR CONGRESS,"$5,600 ",2020,Republican,
Charlie Jacobs,BOSTON BRUINS,NHL,HILLARY VICTORY FUND,"$5,000 ",2016,Democrat,
Charlie Jacobs,BOSTON BRUINS,NHL,COMMITTEE TO ELECT DAN KOH,"$5,000 ",2018,Democrat,
Charlie Jacobs,BOSTON BRUINS,NHL,KENNEDY FOR MASSACHUSETTS,"$2,800 ",2020,Democrat,
Charlie Jacobs,BOSTON BRUINS,NHL,HILLARY FOR AMERICA,"$2,700 ",2016,Democrat,
Charlie Jacobs,BOSTON BRUINS,NHL,COLLINS VICTORY FUND,"$2,300 ",2018,Republican,
Charlie Jacobs,BOSTON BRUINS,NHL,GILLIBRAND FOR SENATE,"$2,100 ",2018,Democrat,
Charlie Jacobs,BOSTON BRUINS,NHL,FRIENDS OF JOHN BOEHNER,"$2,000 ",2016,Republican,
Charlie Jacobs,BOSTON BRUINS,NHL,MOULTON FOR CONGRESS,"$1,000 ",2016,Democrat,
Charlie Jacobs,BOSTON BRUINS,NHL,TOM REED FOR CONGRESS,$500 ,2016,Republican,
Charlie Jacobs,BOSTON BRUINS,NHL,JAKE AUCHINCLOSS FOR CONGRESS,$500 ,2020,Democrat,
Chip Ganassi,CHIP GANASSI RACING,NASCAR,Republican Federal Committee of Pennsylvania,"$5,000 ",2016,Republican,
Chip Ganassi,CHIP GANASSI RACING,NASCAR,Republican Federal Committee of Pennsylvania,"$5,000 ",2020,Republican,
Chip Ganassi,CHIP GANASSI RACING,NASCAR,Republican National Committee,"$1,300 ",2020,Republican,
Chip Ganassi,CHIP GANASSI RACING,NASCAR,Winred,$600 ,2020,Republican,
Chris Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",Office of the Commissioner of Major League Baseball Poliitcal Action Committee,"$5,000 ",2018,Bipartisan,
Chris Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",Office of the Commissioner of Major League Baseball Poliitcal Action Committee,"$5,000 ",2020,Bipartisan,
Christopher Johnson,NEW YORK JETS,NFL,FRIENDS OF KELLY AYOTTE INC,"$2,700 ",2016,Republican,0.313
Christopher Johnson,NEW YORK JETS,NFL,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),"$2,600 ",2016,Republican,0.313
Christopher Johnson,NEW YORK JETS,NFL,FRIENDS OF JOHN MCCAIN INC (SEDONA PAC),$100 ,2016,Republican,0.313
Clark Hunt,KANSAS CITY CHIEFS,NFL,KEEP THE SENATE RED 2016,"$10,800 ",2016,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,TEAM RYAN,"$10,400 ",2016,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,CORNYN MAJORITY COMMITTEE,"$5,600 ",2020,Republican,0.875
Clark Hunt,KANSAS CITY CHIEFS,NFL,CORNYN MAJORITY COMMITTEE,"$5,400 ",2018,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,NRCC,"$5,000 ",2018,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,LINDSTROM FOR SENATE,"$2,800 ",2020,Republican,0.875
Clark Hunt,KANSAS CITY CHIEFS,NFL,PORTMAN FOR SENATE COMMITTEE,"$2,700 ",2016,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,PETE SESSIONS FOR CONGRESS,"$2,700 ",2018,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,TED CRUZ FOR SENATE,"$2,700 ",2018,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,MOKAN VICTORY FUND,"$2,500 ",2016,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,2018 REPUBLICAN CHALLENGERS FUND,"$2,500 ",2018,Republican,0.75
Clark Hunt,KANSAS CITY CHIEFS,NFL,CITIZENS FOR JOSH MANDEL INC,$575 ,2018,Republican,0.75
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,RIGHT TO RISE USA,"$12,500 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,FRIENDS OF JIM INHOFE,"$5,600 ",2020,Republican,0.611
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,COLE FOR CONGRESS,"$5,400 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,FAMILIES FOR JAMES LANKFORD,"$5,400 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,COLE FOR CONGRESS,"$5,400 ",2018,Republican,0.556
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,COLE FOR CONGRESS,"$2,800 ",2020,Republican,0.611
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,"JEB 2016, INC.","$2,700 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,TOM ATKINSON FOR CONGRESS,"$2,700 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,"$2,600 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,LUCAS FOR CONGRESS,"$1,000 ",2016,Republican,0.671
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,CORY GARDNER FOR SENATE,"$1,000 ",2020,Republican,0.611
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,CRUMPACKER FOR CONGRESS,"$1,000 ",2020,Republican,0.611
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,ROGER FOR CONGRESS VICTORY FUND,"$1,000 ",2020,Republican,0.611
Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,WINRED,"$1,000 ",2020,Republican,0.611
Craig Leipold,MINNESOTA WILD,NHL,UNINTIMIDATED PAC INC,"$50,000 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,RON JOHNSON VICTORY,"$11,200 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,REPUBLICAN PARTY OF WISCONSIN,"$10,000 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,DUFFY FOR WISCONSIN,"$5,600 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,DUFFY VICTORY FUND,"$5,600 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,"STEIL FOR WISCONSIN, INC.","$5,600 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,SCOTT WALKER INC,"$5,400 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,DUFFY VICTORY FUND,"$5,400 ",2018,Republican,
Craig Leipold,MINNESOTA WILD,NHL,HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,
Craig Leipold,MINNESOTA WILD,NHL,LEAH FOR SENATE,"$5,400 ",2018,Republican,
Craig Leipold,MINNESOTA WILD,NHL,WINRED,"$3,000 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,RON JOHNSON FOR SENATE INC,"$2,810 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,JOHNSON VICTORY COMMITTEE,"$2,700 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,MIKE GALLAGHER FOR WISCONSIN,"$2,700 ",2018,Republican,
Craig Leipold,MINNESOTA WILD,NHL,"STEIL FOR WISCONSIN, INC.","$2,700 ",2018,Republican,
Craig Leipold,MINNESOTA WILD,NHL,DUFFY FOR WISCONSIN,"$2,500 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,REPUBLICAN PARTY OF WISCONSIN,"$2,500 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,FRIENDS OF STEWART MILLS,"$1,000 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,GLENN GROTHMAN FOR CONGRESS,"$1,000 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,MIKE GALLAGHER FOR WISCONSIN,"$1,000 ",2016,Republican,
Craig Leipold,MINNESOTA WILD,NHL,MIKE GALLAGHER FOR WISCONSIN,"$1,000 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,"TIFFANY FOR WISCONSIN, INC.","$1,000 ",2020,Republican,
Craig Leipold,MINNESOTA WILD,NHL,VAN ORDEN FOR CONGRESS,"$1,000 ",2020,Republican,
D. Cal McNair,HOUSTON TEXANS,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan,0.563
D. Cal McNair,HOUSTON TEXANS,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan,0.25
D. Cal McNair,HOUSTON TEXANS,NFL,PIERCE BUSH FOR CONGRESS,"$2,800 ",2020,Republican,0.25
Dan DeVos,ORLANDO MAGIC,NBA,CONGRESSIONAL LEADERSHIP FUND,"$200,000 ",2018,Republican,0.333
Dan DeVos,ORLANDO MAGIC,NBA,"AMERICA FIRST ACTION, INC.","$200,000 ",2020,Republican,0.452
Dan DeVos,ORLANDO MAGIC,NBA,BETTER FUTURE MI FUND,"$200,000 ",2020,Republican,0.452
Dan DeVos,ORLANDO MAGIC,NBA,CONGRESSIONAL LEADERSHIP FUND,"$200,000 ",2020,Republican,0.452
Dan DeVos,ORLANDO MAGIC,NBA,SENATE LEADERSHIP FUND,"$200,000 ",2020,Republican,0.452
Dan DeVos,ORLANDO MAGIC,NBA,SENATE LEADERSHIP FUND,"$150,000 ",2016,Republican,0.427
Dan DeVos,ORLANDO MAGIC,NBA,AMERICAN CROSSROADS,"$100,000 ",2016,Republican,0.427
Dan DeVos,ORLANDO MAGIC,NBA,SENATE LEADERSHIP FUND,"$100,000 ",2018,Republican,0.333
Dan DeVos,ORLANDO MAGIC,NBA,NRSC,"$71,000 ",2020,Republican,0.452
Dan DeVos,ORLANDO MAGIC,NBA,TRUMP VICTORY,"$70,000 ",2016,Republican,0.427
Dan DeVos,ORLANDO MAGIC,NBA,NRSC,"$66,800 ",2016,Republican,0.427
Dan DeVos,ORLANDO MAGIC,NBA,TEAM RYAN,"$57,500 ",2016,Republican,0.427
