Unnamed: 0,Owner,Team,League,Recipient,Amount,Election Year,Party,Performance,Degree
1648,Kelly Loeffler,ATLANTA DREAM,WNBA,TEAM RYAN,"$247,700 ",2018,Republican,0.676,
1649,Kelly Loeffler,ATLANTA DREAM,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$175,000 ",2020,Republican,0.318,
1651,Kelly Loeffler,ATLANTA DREAM,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$25,000 ",2018,Republican,0.676,
1652,Kelly Loeffler,ATLANTA DREAM,WNBA,ONE GEORGIA PAC,"$10,000 ",2018,Republican,0.676,
1653,Kelly Loeffler,ATLANTA DREAM,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$10,000 ",2018,"Bipartisan, but mostly Republican",0.676,
1655,Kelly Loeffler,ATLANTA DREAM,WNBA,PERDUE FOR SENATE,"$5,600 ",2020,Republican,0.318,
1656,Kelly Loeffler,ATLANTA DREAM,WNBA,WINRED,"$5,600 ",2020,Republican,0.318,
1658,Kelly Loeffler,ATLANTA DREAM,WNBA,PERDUE FOR SENATE,"$5,400 ",2018,Republican,0.676,
1663,Kelly Loeffler,ATLANTA DREAM,WNBA,GOP WINNING WOMEN,"$5,000 ",2018,Republican,0.676,
1664,Kelly Loeffler,ATLANTA DREAM,WNBA,ONE GEORGIA PAC,"$5,000 ",2020,Republican,0.318,
1665,Kelly Loeffler,ATLANTA DREAM,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$5,000 ",2020,"Bipartisan, but mostly Republican",0.318,
1666,Kelly Loeffler,ATLANTA DREAM,WNBA,ALASKANS FOR DAN SULLIVAN,"$2,800 ",2020,Republican,0.318,
1667,Kelly Loeffler,ATLANTA DREAM,WNBA,"BEN SASSE FOR U.S. SENATE, INC.","$2,800 ",2020,Republican,0.318,
1668,Kelly Loeffler,ATLANTA DREAM,WNBA,BILL CASSIDY FOR US SENATE,"$2,800 ",2020,Republican,0.318,
1669,Kelly Loeffler,ATLANTA DREAM,WNBA,CAPITO FOR WEST VIRGINIA,"$2,800 ",2020,Republican,0.318,
1670,Kelly Loeffler,ATLANTA DREAM,WNBA,COLLINS FOR SENATOR,"$2,800 ",2020,Republican,0.318,
1671,Kelly Loeffler,ATLANTA DREAM,WNBA,CORY GARDNER FOR SENATE,"$2,800 ",2020,Republican,0.318,
1672,Kelly Loeffler,ATLANTA DREAM,WNBA,HOMRICH FOR CONGRESS,"$2,800 ",2020,Republican,0.318,
1673,Kelly Loeffler,ATLANTA DREAM,WNBA,"JOHN JAMES FOR SENATE, INC.","$2,800 ",2020,Republican,0.318,
1674,Kelly Loeffler,ATLANTA DREAM,WNBA,JONI FOR IOWA,"$2,800 ",2020,Republican,0.318,
1675,Kelly Loeffler,ATLANTA DREAM,WNBA,MCSALLY FOR SENATE INC,"$2,800 ",2020,Republican,0.318,
1676,Kelly Loeffler,ATLANTA DREAM,WNBA,ROUNDS FOR SENATE,"$2,800 ",2020,Republican,0.318,
1677,Kelly Loeffler,ATLANTA DREAM,WNBA,STEVE DAINES FOR MONTANA,"$2,800 ",2020,Republican,0.318,
1678,Kelly Loeffler,ATLANTA DREAM,WNBA,"TEAM GRAHAM, INC.","$2,800 ",2020,Republican,0.318,
1679,Kelly Loeffler,ATLANTA DREAM,WNBA,TEAM HAGERTY,"$2,800 ",2020,Republican,0.318,
1680,Kelly Loeffler,ATLANTA DREAM,WNBA,TEXANS FOR SENATOR JOHN CORNYN INC.,"$2,800 ",2020,Republican,0.318,
1681,Kelly Loeffler,ATLANTA DREAM,WNBA,THOM TILLIS COMMITTEE,"$2,800 ",2020,Republican,0.318,
1683,Kelly Loeffler,ATLANTA DREAM,WNBA,"STANTON-KING FOR CONGRESS, INC.","$2,000 ",2020,Republican,0.318,
1684,Kelly Loeffler,ATLANTA DREAM,WNBA,GEORGIA REPUBLICAN PARTY INC.,"$1,000 ",2020,Republican,0.318,
1686,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CONSERVATIVE SOLUTIONS PAC,"$700,000 ",2016,Republican,0.426,
1687,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TAKE BACK THE HOUSE 2020,"$65,300 ",2020,Republican,0.417,
1688,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,NRCC,"$50,500 ",2020,Republican,0.417,
1689,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEFEND THE SENATE,"$39,200 ",2020,Republican,0.417,
1690,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GARDNER VICTORY COMMITTEE,"$35,500 ",2020,Republican,0.417,
1691,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,NRSC,"$33,400 ",2016,Republican,0.426,
1692,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,BETTER FUTURE MI FUND,"$25,000 ",2020,Republican,0.417,
1693,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,AMERICANS UNITED FOR FREEDOM,"$21,600 ",2016,Republican,0.426,
1694,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GRAHAM VICTORY 2020,"$15,000 ",2020,Republican,0.417,
1695,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF WINNING WOMEN 2016,"$10,800 ",2016,Republican,0.426,
1696,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RUBIO VICTORY COMMITTEE,"$10,200 ",2016,Republican,0.426,
1697,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TED CRUZ VICTORY COMMITTEE,"$10,100 ",2018,Republican,0.506,
1698,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GOP WINNING WOMEN,"$8,400 ",2020,Republican,0.417,
1699,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ARIZONA REPUBLICAN PARTY,"$7,000 ",2018,Republican,0.506,
1700,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ANTHONY GONZALEZ FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1701,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ASHLEY HINSON FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1702,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,BILL CASSIDY FOR US SENATE,"$5,600 ",2020,Republican,0.417,
1703,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CLAUDIA TENNEY FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1704,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CORY GARDNER FOR SENATE,"$5,600 ",2020,Republican,0.417,
1705,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"COTTON FOR SENATE, INC.","$5,600 ",2020,Republican,0.417,
1706,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEBBIE LESKO FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1707,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FISCHBACH FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1708,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GREG PENCE VICTORY,"$5,600 ",2020,Republican,0.417,
1709,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"HANDEL FOR CONGRESS, INC.","$5,600 ",2020,Republican,0.417,
1710,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,HUNT FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1711,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,LIZ CHENEY FOR WYOMING,"$5,600 ",2020,Republican,0.417,
1712,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MARTHA ROBY FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1713,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCCONNELL VICTORY COMMITTEE,"$5,600 ",2020,Republican,0.417,
1714,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCHENRY FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1715,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,600 ",2020,Republican,0.417,
1716,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,SALAZAR FOR CONGRESS,"$5,600 ",2020,Republican,0.417,
1717,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,"$5,600 ",2020,Republican,0.417,
1718,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,WINRED,"$5,600 ",2020,Republican,0.417,
1719,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CRUZ FOR PRESIDENT,"$5,400 ",2016,Republican,0.426,
1720,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF JOE HECK,"$5,400 ",2016,Republican,0.426,
1721,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF JOHN BARRASSO,"$5,400 ",2016,Republican,0.426,
1722,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF KELLY AYOTTE INC,"$5,400 ",2016,Republican,0.426,
1723,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF MIA LOVE,"$5,400 ",2016,Republican,0.426,
1724,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF MIKE LEE INC,"$5,400 ",2016,Republican,0.426,
1725,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF ROY BLUNT,"$5,400 ",2016,Republican,0.426,
1726,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"FRIENDS OF TODD YOUNG, INC.","$5,400 ",2016,Republican,0.426,
1727,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MARCO RUBIO FOR SENATE 2016,"$5,400 ",2016,Republican,0.426,
1728,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican,0.426,
1729,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TED CRUZ FOR SENATE,"$5,400 ",2016,Republican,0.426,
1730,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TIM SCOTT FOR SENATE,"$5,400 ",2016,Republican,0.426,
1731,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CARLOS CURBELO CONGRESS,"$5,400 ",2018,Republican,0.506,
1732,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CAROL FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1733,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CITIZENS FOR JOSH MANDEL INC,"$5,400 ",2018,Republican,0.506,
1734,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,COFFMAN FOR CONGRESS 2018,"$5,400 ",2018,Republican,0.506,
1735,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,COMSTOCK FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1736,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CRAMER FOR SENATE,"$5,400 ",2018,Republican,0.506,
1737,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEB FISCHER FOR US SENATE,"$5,400 ",2018,Republican,0.506,
1738,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEBBIE LESKO FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1739,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ELISE FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1740,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,JOSH HAWLEY FOR SENATE,"$5,400 ",2018,Republican,0.506,
1741,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MARSHA FOR SENATE,"$5,400 ",2018,Republican,0.506,
1742,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MATT ROSENDALE FOR MONTANA,"$5,400 ",2018,Republican,0.506,
1743,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCSALLY FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1744,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MORRISEY FOR SENATE INC,"$5,400 ",2018,Republican,0.506,
1745,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RICK SCOTT FOR FLORIDA,"$5,400 ",2018,Republican,0.506,
1746,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,STEVE FERRARA FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1747,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,STEVE SMITH FOR CONGRESS,"$5,400 ",2018,Republican,0.506,
1748,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,"$5,400 ",2018,Republican,0.506,
1749,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,WENDYROGERS.ORG,"$5,400 ",2018,Republican,0.506,
1750,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"YODER FOR CONGRESS, INC","$5,400 ",2018,Republican,0.506,
1751,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"YODER FOR CONGRESS, INC","$5,400 ",2018,Republican,0.506,
1752,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"WINNING FOR WOMEN, INC. PAC","$5,000 ",2018,Republican,0.506,
1753,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DELIVER. EXCEL. BELIEVE. PAC,"$5,000 ",2020,Republican,0.417,
1754,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,000 ",2020,Republican,0.417,
1755,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"WINNING FOR WOMEN, INC. PAC","$5,000 ",2020,Republican,0.417,
1756,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,"$2,800 ",2020,Republican,0.417,
1757,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GRASSLEY COMMITTEE INC,"$2,700 ",2016,Republican,0.426,
1758,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RON DESANTIS FOR FLORIDA,"$2,700 ",2016,Republican,0.426,
1759,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,SENATE CONSERVATIVES FUND,"$2,700 ",2016,Republican,0.426,
1760,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ANTHONY GONZALEZ FOR CONGRESS,"$2,700 ",2018,Republican,0.506,
1761,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ANTONY GHEE FOR CONGRESS INC,"$2,700 ",2018,Republican,0.506,
1762,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DAN CRENSHAW FOR CONGRESS,"$2,700 ",2018,Republican,0.506,
1763,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DUFFY FOR WISCONSIN,"$2,700 ",2018,Republican,0.506,
1764,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF S. ASHLEY NICKLOES,"$2,700 ",2018,Republican,0.506,
1765,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GREG PENCE FOR CONGRESS,"$2,700 ",2018,Republican,0.506,
1766,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,LEA MARQUEZ PETERSON FOR CONGRESS,"$2,700 ",2018,Republican,0.506,
1767,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MICHAEL WALTZ FOR CONGRESS,"$2,700 ",2018,Republican,0.506,
1768,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MIMI WALTERS VICTORY FUND,"$2,700 ",2018,Republican,0.506,
1769,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ROSKAM FOR CONGRESS COMMITTEE,"$2,700 ",2018,Republican,0.506,
1770,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,YOUNG KIM FOR CONGRESS,"$2,700 ",2018,Republican,0.506,
1771,Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,THOM TILLIS NC VICTORY COMMITTEE 2020,"$2,500 ",2020,Republican,0.417,
1772,Kim Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",Toomey Victory Committee,"$29,600 ",2016,Republican,0.4659999999999999,
1773,Kim Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",Toomey Pennsylvania Victory Fund,"$15,400 ",2016,Republican,0.4659999999999999,
1774,Kim Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",Housley for Senate Committee,"$5,400 ",2018,Republican,0.3765,
1775,Kim Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",Citizens for Prosperity in America Today PAC,"$5,000 ",2016,Republican,0.4659999999999999,
1776,Kim Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",IPAA Wildcatters Fund,"$5,000 ",2016,Republican,0.4659999999999999,
1777,Laura Ricketts,CHICAGO CUBS,MLB,L PAC,"$562,400 ",2016,Democrat,0.64,
1778,Laura Ricketts,CHICAGO CUBS,MLB,L PAC,"$420,769 ",2018,Democrat,0.583,
1779,Laura Ricketts,CHICAGO CUBS,MLB,HILLARY VICTORY FUND,"$300,000 ",2016,Democrat,0.64,
1780,Laura Ricketts,CHICAGO CUBS,MLB,L PAC,"$169,666 ",2020,Democrat,0.567,
1781,Laura Ricketts,CHICAGO CUBS,MLB,WOMEN VOTE!,"$106,519 ",2020,Democrat,0.567,
1782,Laura Ricketts,CHICAGO CUBS,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,"$65,200 ",2016,Democrat,0.64,
1783,Laura Ricketts,CHICAGO CUBS,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,"$35,500 ",2020,Democrat,0.567,
1784,Laura Ricketts,CHICAGO CUBS,MLB,BIDEN FOR PRESIDENT,"$5,600 ",2020,Democrat,0.567,
1785,Laura Ricketts,CHICAGO CUBS,MLB,QUIGLEY FOR CONGRESS,"$5,400 ",2016,Democrat,0.64,
1786,Laura Ricketts,CHICAGO CUBS,MLB,QUIGLEY FOR CONGRESS,"$5,400 ",2018,Democrat,0.583,
1787,Laura Ricketts,CHICAGO CUBS,MLB,SINEMA FOR ARIZONA,"$5,400 ",2018,Democrat,0.583,
1788,Laura Ricketts,CHICAGO CUBS,MLB,DSCC,"$5,000 ",2016,Democrat,0.64,
1789,Laura Ricketts,CHICAGO CUBS,MLB,SCHAKOWSKY FOR CONGRESS,"$4,500 ",2018,Democrat,0.583,
1790,Laura Ricketts,CHICAGO CUBS,MLB,SCHAKOWSKY FOR CONGRESS,"$4,000 ",2016,Democrat,0.64,
1791,Laura Ricketts,CHICAGO CUBS,MLB,WIN THE ERA PAC,"$3,300 ",2020,Democrat,0.567,
1792,Laura Ricketts,CHICAGO CUBS,MLB,LAUREN UNDERWOOD FOR CONGRESS,"$2,800 ",2020,Democrat,0.567,
1793,Laura Ricketts,CHICAGO CUBS,MLB,JILL STEIN FOR PRESIDENT,"$2,700 ",2016,,0.64,
1794,Laura Ricketts,CHICAGO CUBS,MLB,HILLARY FOR AMERICA,"$2,700 ",2016,Democrat,0.64,
1795,Laura Ricketts,CHICAGO CUBS,MLB,READY PAC,"$2,500 ",2016,Democrat,0.64,
1796,Laura Ricketts,CHICAGO CUBS,MLB,SCHAKOWSKY FOR CONGRESS,"$1,500 ",2020,Democrat,0.567,
1797,Laura Ricketts,CHICAGO CUBS,MLB,KAMALA HARRIS FOR SENATE,"$1,000 ",2016,Democrat,0.64,
1798,Laura Ricketts,CHICAGO CUBS,MLB,NANCY ROTERING FOR CONGRESS,"$1,000 ",2016,Democrat,0.64,
1799,Laura Ricketts,CHICAGO CUBS,MLB,DCCC,"$1,000 ",2018,Democrat,0.583,
1800,Laura Ricketts,CHICAGO CUBS,MLB,FRIENDS OF DICK DURBIN COMMITTEE,"$1,000 ",2020,Democrat,0.567,
1801,Laura Ricketts,CHICAGO CUBS,MLB,MARK TAKANO FOR CONGRESS,$500 ,2016,Democrat,0.64,
1802,Laura Ricketts,CHICAGO CUBS,MLB,BILL NELSON FOR US SENATE,$500 ,2018,Democrat,0.583,
1803,Laura Ricketts,CHICAGO CUBS,MLB,KOHL FOR CONGRESS,$500 ,2018,Democrat,0.583,
1804,Laura Ricketts,CHICAGO CUBS,MLB,ORTIZ JONES VICTORY FUND,$500 ,2018,Democrat,0.583,
1805,Laura Ricketts,CHICAGO CUBS,MLB,SINEMA VICTORY FUND,$500 ,2018,Democrat,0.583,
1806,Laura Ricketts,CHICAGO CUBS,MLB,QUIGLEY FOR CONGRESS,$500 ,2020,Democrat,0.567,
1807,Laura Ricketts,CHICAGO CUBS,MLB,ACTBLUE,$270 ,2018,Democrat,0.583,
1811,Lisa Brummel,SEATTLE STORM,WNBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,"$2,500 ",2018,Democrat,0.765,
1812,Lisa Brummel,SEATTLE STORM,WNBA,DELBENE FOR CONGRESS,"$2,000 ",2018,Democrat,0.765,
1813,Lisa Brummel,SEATTLE STORM,WNBA,FRIENDS OF MARIA,"$2,000 ",2018,Democrat,0.765,
1814,Lisa Brummel,SEATTLE STORM,WNBA,DELBENE FOR CONGRESS,"$2,000 ",2020,Democrat,0.818,
1815,Lisa Brummel,SEATTLE STORM,WNBA,MARK KELLY FOR SENATE,"$1,000 ",2020,Democrat,0.818,
1816,Lisa Brummel,SEATTLE STORM,WNBA,DR KIM SCHRIER FOR CONGRESS,$500 ,2018,Democrat,0.765,
1818,Magic Johnson,LOS ANGELES DODGERS LOS ANGELES SPARKS,"MLB, WNBA",Hillary Victory Fund,"$277,000 ",2016,Democrat,0.562,
1819,Magic Johnson,LOS ANGELES DODGERS LOS ANGELES SPARKS,"MLB, WNBA",Kamala Harris Victory Fund,"$7,500 ",2016,Democrat,0.562,
1820,Magic Johnson,LOS ANGELES DODGERS LOS ANGELES SPARKS,"MLB, WNBA",Hillary for America,"$5,400 ",2016,Democrat,0.562,
1821,Marc Lasry,MILWAUKEE BUCKS,NBA,Hillary Action Fund,"$77,400 ",2016,Democrat,0.402,
1822,Marc Lasry,MILWAUKEE BUCKS,NBA,Biden Action Fund ,"$41,100 ",2020,Democrat,0.767,
1823,Marc Lasry,MILWAUKEE BUCKS,NBA,DNC Services Corp./Dem. Nat'l committee ,"$33,900 ",2018,Democrat,0.537,
1824,Marc Lasry,MILWAUKEE BUCKS,NBA,Hillary Victory Fund,"$33,400 ",2016,Democrat,0.402,
1825,Marc Lasry,MILWAUKEE BUCKS,NBA,Hillary for America,"$5,400 ",2016,Democrat,0.402,
1826,Marc Lasry,MILWAUKEE BUCKS,NBA,Missourians For Kander ,"$5,400 ",2016,Democrat,0.402,
1827,Marc Lasry,MILWAUKEE BUCKS,NBA,Wyden for Senate,"$5,400 ",2016,Democrat,0.402,
1828,Marc Lasry,MILWAUKEE BUCKS,NBA,Donna Shalala for Congress,"$5,400 ",2018,Democrat,0.537,
1829,Marc Lasry,MILWAUKEE BUCKS,NBA,Gillibrand for Senate ,"$5,400 ",2018,Democrat,0.537,
1830,Marc Lasry,MILWAUKEE BUCKS,NBA,Cory 2020,"$2,800 ",2020,Democrat,0.767,
1831,Marc Lasry,MILWAUKEE BUCKS,NBA,Cory Booker for Senate,"$2,800 ",2020,Democrat,0.767,
1832,Marc Lasry,MILWAUKEE BUCKS,NBA,Gillibrand 2020,"$2,800 ",2020,Democrat,0.767,
1833,Marc Lasry,MILWAUKEE BUCKS,NBA,Joe Sestak for President,"$2,800 ",2020,Democrat,0.767,
1834,Marc Lasry,MILWAUKEE BUCKS,NBA,Kamala Harris for the People,"$2,800 ",2020,Democrat,0.767,
1835,Marc Lasry,MILWAUKEE BUCKS,NBA,Mark Kelly for Senate ,"$2,800 ",2020,Democrat,0.767,
1836,Marc Lasry,MILWAUKEE BUCKS,NBA,Max Rose for Congress,"$2,800 ",2020,Democrat,0.767,
1837,Marc Lasry,MILWAUKEE BUCKS,NBA,Sara Gideon for Maine,"$2,800 ",2020,Democrat,0.767,
1838,Marc Lasry,MILWAUKEE BUCKS,NBA,Win the Era PAC ,"$2,800 ",2020,Democrat,0.767,
1839,Marc Lasry,MILWAUKEE BUCKS,NBA,Blumenthal for Connecticut,"$2,700 ",2016,Democrat,0.402,
1840,Marc Lasry,MILWAUKEE BUCKS,NBA,Colleen Deacon for Congress,"$2,700 ",2016,Democrat,0.402,
1841,Marc Lasry,MILWAUKEE BUCKS,NBA,Debbie Wasserman Schultz for Congress,"$2,700 ",2016,Democrat,0.402,
1842,Marc Lasry,MILWAUKEE BUCKS,NBA,Friends of Patrick Murphy,"$2,700 ",2016,Democrat,0.402,
1843,Marc Lasry,MILWAUKEE BUCKS,NBA,Josh Gottheimer for Congress,"$2,700 ",2016,Democrat,0.402,
1844,Marc Lasry,MILWAUKEE BUCKS,NBA,Kaine for Virginia ,"$2,700 ",2016,Democrat,0.402,
1845,Marc Lasry,MILWAUKEE BUCKS,NBA,Leahy for US Senator Committee,"$2,700 ",2016,Democrat,0.402,
1846,Marc Lasry,MILWAUKEE BUCKS,NBA,Loebsack for Congress,"$2,700 ",2016,Democrat,0.402,
1847,Marc Lasry,MILWAUKEE BUCKS,NBA,Russ for Wisconsin,"$2,700 ",2016,Democrat,0.402,
1848,Marc Lasry,MILWAUKEE BUCKS,NBA,Kohl for Congress,"$2,700 ",2018,Democrat,0.537,
1849,Marc Lasry,MILWAUKEE BUCKS,NBA,Max Rose for Congress ,"$2,700 ",2018,Democrat,0.537,
1850,Marc Lasry,MILWAUKEE BUCKS,NBA,Tammy Baldwin for Senate,"$2,700 ",2018,Democrat,0.537,
1851,Marc Lasry,MILWAUKEE BUCKS,NBA,Nelson for Wisconsin,"$1,000 ",2016,Democrat,0.402,
1852,Marc Lasry,MILWAUKEE BUCKS,NBA,Friends of Joe Sestak,$100 ,2016,Democrat,0.402,
1853,Marian Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",NRCC,"$16,700 ",2016,Republican,0.5505,
1854,Marian Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",Office of the Commissioner of Major League Baseball Poliitcal Action Committee,"$10,000 ",2016,Bipartisan,0.5505,
1855,Marian Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL","Trott For Congress, Inc.","$5,400 ",2016,Republican,0.5505,
1856,Marian Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL","Trott For Congress, Inc.","$5,400 ",2018,Republican,0.42,
1857,Marian Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",Boehner for Speaker,"$5,000 ",2016,Republican,0.5505,
1858,Mark Attanasio,MILWAUKEE BREWERS,MLB,Russ Victory Fund,"$12,700 ",2016,Democrat,0.451,
1859,Mark Attanasio,MILWAUKEE BREWERS,MLB,Kennedy/Sinema Victory Fund,"$11,200 ",2020,Democrat,0.483,
1860,Mark Attanasio,MILWAUKEE BREWERS,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2016,Bipartisan,0.451,
1861,Mark Attanasio,MILWAUKEE BREWERS,MLB,Kennedy-Sinema Victory Fund,"$5,400 ",2016,Democrat,0.451,
1862,Mark Attanasio,MILWAUKEE BREWERS,MLB,Josh Gottheimer for Congress,"$5,400 ",2018,Democrat,0.589,
1863,Mark Attanasio,MILWAUKEE BREWERS,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2018,Bipartisan,0.589,
1864,Mark Attanasio,MILWAUKEE BREWERS,MLB,Kyrsten Sinema for Congress,"$2,700 ",2016,Democrat,0.451,
1865,Mark Attanasio,MILWAUKEE BREWERS,MLB,Loan Syndications and Trading Association PAC,"$1,250 ",2020,,0.483,
